EmployeeID,Age,Gender,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,MonthlyIncome,JobLevel,NumCompaniesWorked,TrainingHoursLastYear,WorkLifeBalance,JobSatisfaction,RelationshipSatisfaction,EnvironmentSatisfaction,OverTime,BusinessTravel,Absences,TaskCompletionRate,PeerRatingScore,ManagerRatingScore,ProjectsCompleted,GoalAchievementPct,PerformanceScore,PerformanceRating
EMP0905,48,Female,Bachelor's,Engineering,Tech Lead,7,4,6,40231,3,0,18,2,2,2,1,No,Rarely,18,79.9,3.3,1.72,12,91.5,25.52,Needs Improvement
EMP0906,52,Female,Bachelor's,Operations,Ops Manager,23,3,8,112385,4,2,14,4,1,1,4,No,Frequently,16,65.1,3.43,3.19,8,72.7,27.56,Needs Improvement
EMP0907,36,Female,Master's,Marketing,Digital Marketer,15,3,4,66163,4,0,69,3,1,4,1,Yes,Rarely,18,54.0,4.72,4.76,13,96.2,37.27,Needs Improvement
EMP0908,44,Male,Bachelor's,Marketing,Digital Marketer,4,4,3,146880,4,6,60,2,4,1,3,Yes,Rarely,12,97.5,1.6,4.61,4,41.8,48.39,Below Expectations
EMP0909,45,Female,PhD,Engineering,Tech Lead,20,10,1,187748,2,0,55,4,2,1,1,Yes,No Travel,16,76.8,3.61,1.26,11,40.6,21.99,Needs Improvement
EMP0910,34,Male,Bachelor's,Finance,Senior Analyst,21,10,2,112592,2,3,9,3,4,4,2,No,Rarely,17,79.0,2.52,2.51,15,44.9,34.37,Needs Improvement
EMP0911,43,Male,Master's,Engineering,Tech Lead,9,5,4,131564,5,0,45,3,1,4,2,Yes,No Travel,10,80.8,2.6,2.07,14,43.5,39.72,Needs Improvement
EMP0912,58,Female,Bachelor's,Sales,Account Executive,22,11,1,80535,1,1,79,4,2,1,4,No,Rarely,19,94.6,3.01,2.93,18,65.5,47.92,Below Expectations
EMP0913,54,Female,Bachelor's,Engineering,Junior Dev,12,0,3,135952,3,0,74,2,3,2,3,No,No Travel,19,53.0,1.94,4.33,1,96.4,34.21,Needs Improvement
EMP0914,24,Male,Master's,Marketing,CMO,13,9,0,160824,2,4,56,2,1,4,3,No,Rarely,12,94.7,2.84,3.96,1,80.5,51.85,Below Expectations
EMP0915,40,Male,Bachelor's,Support,Support Manager,6,6,3,49507,4,6,34,3,1,1,1,Yes,No Travel,10,62.0,3.75,2.38,11,79.6,38.08,Needs Improvement
EMP0916,44,Female,Bachelor's,Engineering,Tech Lead,19,1,6,149225,1,2,71,1,4,2,3,No,No Travel,19,53.9,2.83,2.53,6,63.1,28.86,Needs Improvement
EMP0917,50,Male,Bachelor's,Finance,Senior Analyst,5,5,2,135282,3,7,2,2,3,3,2,No,Rarely,18,82.9,1.17,3.62,5,72.0,27.86,Needs Improvement
EMP0918,51,Male,High School,Support,Support Manager,6,6,6,197567,3,4,65,2,1,2,4,No,Frequently,9,98.8,2.03,1.78,13,58.3,51.19,Below Expectations
EMP0919,46,Male,Master's,Operations,Ops Analyst,4,0,4,95559,3,4,52,4,4,1,4,No,Frequently,2,52.9,2.41,1.41,10,71.1,53.98,Below Expectations
EMP0920,58,Female,Bachelor's,HR,HR Associate,20,5,5,25982,3,4,77,1,4,4,4,No,Frequently,5,71.3,2.42,1.97,6,84.8,49.17,Below Expectations
EMP0921,29,Male,Bachelor's,Engineering,Junior Dev,17,7,5,154128,5,7,51,1,1,2,3,No,No Travel,6,76.5,1.32,1.5,4,73.5,46.54,Below Expectations
EMP0922,37,Non-binary,Bachelor's,Finance,Finance Manager,22,9,0,172218,3,1,52,3,2,2,3,Yes,No Travel,19,62.6,2.8,2.41,4,65.1,25.09,Needs Improvement
EMP0923,29,Female,Bachelor's,Support,Team Lead,11,1,4,101737,1,1,53,4,1,2,2,No,Frequently,4,99.1,3.77,4.75,7,90.7,65.92,Meets Expectations
EMP0924,22,Non-binary,Bachelor's,Finance,Senior Analyst,5,4,2,107446,2,7,46,4,3,4,1,No,Frequently,8,82.0,1.19,1.48,16,57.2,40.82,Below Expectations
EMP0925,26,Female,Bachelor's,Operations,Ops Analyst,0,0,0,113567,1,8,2,2,1,4,1,No,Rarely,9,92.2,4.0,4.27,1,68.9,39.16,Needs Improvement
EMP0926,24,Male,Bachelor's,Marketing,Digital Marketer,3,3,0,48636,4,9,64,3,2,2,4,Yes,Rarely,13,70.8,4.82,3.14,9,98.7,42.52,Below Expectations
EMP0927,22,Male,Master's,Finance,Senior Analyst,18,2,7,107850,5,9,14,2,4,2,4,Yes,No Travel,10,67.7,1.04,3.53,19,98.0,44.23,Below Expectations
EMP0928,25,Male,Master's,Support,Support Agent,11,3,6,183404,5,1,33,1,3,1,3,No,Frequently,16,77.7,1.77,1.68,15,40.4,21.36,Needs Improvement
EMP0929,56,Male,Bachelor's,Finance,Senior Analyst,14,6,6,108866,4,3,49,4,3,4,4,Yes,No Travel,10,71.8,3.17,1.61,9,71.9,42.79,Below Expectations
EMP0930,53,Female,High School,Finance,CFO,2,2,2,87726,1,7,32,3,3,2,2,No,Rarely,6,85.7,1.87,1.65,1,60.2,25.97,Needs Improvement
EMP0931,55,Male,Bachelor's,Finance,Finance Manager,22,8,9,105901,1,1,72,2,3,4,2,No,Frequently,10,63.3,4.06,3.67,1,57.5,34.24,Needs Improvement
EMP0932,46,Male,Bachelor's,Sales,Account Executive,19,10,9,166180,4,3,2,2,2,4,4,No,Rarely,12,72.5,2.25,3.99,16,75.8,40.93,Below Expectations
EMP0933,31,Male,Bachelor's,Sales,SDR,7,7,3,93896,3,9,1,1,2,4,4,Yes,No Travel,18,94.8,2.17,4.68,5,66.8,28.04,Needs Improvement
EMP0934,42,Female,Bachelor's,Marketing,Brand Manager,10,9,5,198625,3,0,3,4,2,1,4,Yes,No Travel,5,87.8,1.0,2.59,9,84.0,42.8,Below Expectations
EMP0935,48,Male,Bachelor's,Engineering,Tech Lead,15,1,8,65880,2,1,15,1,2,3,4,No,No Travel,1,58.4,2.08,2.85,1,41.6,34.14,Needs Improvement
EMP0936,48,Male,Bachelor's,Finance,Senior Analyst,8,4,2,77077,1,6,53,2,4,4,4,No,Rarely,13,94.3,1.87,2.88,19,95.6,52.36,Below Expectations
EMP0937,23,Male,High School,Operations,COO,2,2,2,28625,1,0,32,4,1,4,2,No,Rarely,15,79.5,2.37,2.08,16,74.1,39.19,Needs Improvement
EMP0938,34,Female,High School,Engineering,Senior Dev,4,4,3,63237,4,0,8,4,2,2,1,No,No Travel,6,84.0,1.59,2.31,3,81.0,44.92,Below Expectations
EMP0939,30,Female,Bachelor's,Operations,COO,19,9,4,26223,4,1,56,1,1,4,2,No,No Travel,0,64.7,3.38,4.39,4,76.3,58.27,Meets Expectations
EMP0940,57,Male,Bachelor's,Engineering,Tech Lead,13,11,6,90197,3,3,39,4,3,3,2,Yes,No Travel,1,72.1,1.95,2.37,12,99.3,64.0,Meets Expectations
EMP0941,43,Male,Bachelor's,Marketing,Digital Marketer,14,7,5,99693,1,6,51,1,4,4,4,No,Frequently,8,90.3,4.33,4.48,7,99.2,60.78,Meets Expectations
EMP0942,47,Male,Bachelor's,Finance,Analyst,5,5,5,136555,1,3,15,4,4,1,1,Yes,Frequently,17,66.5,2.14,2.22,15,76.6,37.29,Needs Improvement
EMP0943,33,Male,Bachelor's,Finance,Senior Analyst,3,3,3,62760,5,4,7,4,1,2,4,Yes,Rarely,19,58.3,1.84,2.36,15,81.0,17.28,Needs Improvement
EMP0944,38,Female,Bachelor's,HR,HR Director,7,7,7,135174,2,3,59,3,1,3,2,No,Frequently,17,68.9,1.23,3.24,5,77.1,34.46,Needs Improvement
EMP0945,35,Female,Bachelor's,Operations,COO,18,5,7,152192,2,3,35,4,1,1,1,No,Rarely,17,53.5,3.96,1.41,2,58.6,15.28,Needs Improvement
EMP0946,35,Male,Bachelor's,Engineering,Senior Dev,4,4,2,54024,3,8,2,2,4,3,3,No,Rarely,9,85.9,3.03,4.69,12,51.6,41.32,Below Expectations
EMP0947,55,Female,High School,Engineering,Architect,12,3,9,48202,1,5,14,3,2,2,4,No,Rarely,7,57.4,1.46,4.28,19,64.2,38.03,Needs Improvement
EMP0948,41,Male,Bachelor's,Sales,Sales Manager,15,11,5,144414,5,2,22,1,4,4,3,Yes,Rarely,7,64.3,1.89,3.68,5,81.0,44.17,Below Expectations
EMP0949,32,Female,Master's,HR,HR Manager,0,0,0,76524,1,5,2,2,2,2,3,No,No Travel,1,94.1,4.99,4.95,3,43.4,42.04,Below Expectations
EMP0950,37,Female,Bachelor's,Support,Support Manager,12,2,8,199980,4,6,29,1,3,2,3,No,Rarely,17,77.0,4.22,1.06,6,70.9,27.95,Needs Improvement
EMP0951,52,Male,Bachelor's,Support,Sr. Support,21,11,9,192139,3,6,44,1,2,4,3,Yes,Frequently,10,66.1,2.4,2.64,13,64.5,25.09,Needs Improvement
EMP0952,27,Female,Master's,Sales,Account Executive,10,4,9,165432,2,7,16,2,1,1,1,No,No Travel,10,77.4,3.17,4.43,15,71.6,41.8,Below Expectations
EMP0953,40,Male,Bachelor's,Sales,SDR,20,5,3,123228,1,3,57,1,2,3,4,No,No Travel,18,60.9,2.66,2.73,4,91.6,30.05,Needs Improvement
EMP0954,58,Male,Bachelor's,Sales,Account Executive,7,2,4,129755,3,0,57,3,2,1,1,No,No Travel,10,51.3,1.15,1.02,7,42.9,29.6,Needs Improvement
EMP0955,25,Male,Master's,Operations,Ops Analyst,24,1,7,169013,2,5,56,2,4,4,4,No,No Travel,9,80.2,4.11,1.63,18,85.8,46.15,Below Expectations
EMP0956,25,Male,Master's,Operations,COO,7,6,0,40993,1,7,6,1,1,3,4,No,No Travel,7,85.7,3.87,2.74,7,80.0,44.66,Below Expectations
EMP0957,41,Female,Bachelor's,Marketing,Content Writer,23,10,5,39620,5,4,38,1,3,4,4,No,Rarely,14,94.0,2.64,3.67,12,52.2,35.61,Needs Improvement
EMP0958,31,Female,Bachelor's,Marketing,Content Writer,13,4,3,148271,3,2,77,4,2,1,1,No,No Travel,7,88.6,4.38,1.65,11,84.1,56.51,Meets Expectations
EMP0959,45,Female,Bachelor's,Sales,SDR,12,8,4,45193,1,3,57,4,3,2,2,No,No Travel,18,96.3,3.14,2.79,12,69.8,36.34,Needs Improvement
EMP0960,56,Female,High School,HR,HRBP,2,2,2,76559,2,7,55,1,1,3,3,No,Frequently,0,99.3,1.26,1.05,15,68.9,53.44,Below Expectations
EMP0961,47,Female,Bachelor's,Engineering,Junior Dev,3,3,1,46248,2,5,14,2,2,4,2,No,Rarely,19,87.2,2.04,2.91,8,69.0,32.31,Needs Improvement
EMP0962,58,Male,High School,Operations,Ops Manager,19,5,7,161099,5,4,43,3,4,3,2,Yes,No Travel,2,93.4,2.85,4.58,11,97.0,72.23,Exceeds Expectations
EMP0963,59,Female,Bachelor's,HR,HR Associate,14,3,1,88410,3,8,11,1,3,3,2,No,Rarely,11,83.7,1.41,3.39,18,96.7,50.66,Below Expectations
EMP0964,42,Male,PhD,Finance,Senior Analyst,14,11,3,29260,3,9,7,1,4,1,3,No,Rarely,15,58.5,3.28,2.76,10,94.8,39.69,Needs Improvement
EMP0965,42,Female,PhD,Operations,Ops Analyst,20,11,4,62596,1,2,79,1,3,2,2,Yes,Rarely,15,59.1,1.48,1.65,8,93.2,23.1,Needs Improvement
EMP0966,31,Female,Bachelor's,Operations,Sr. Ops Manager,12,8,0,34012,2,6,40,4,1,3,3,No,No Travel,16,55.5,1.8,1.81,6,42.3,13.07,Needs Improvement
EMP0967,59,Male,Master's,Marketing,CMO,8,4,5,50823,2,8,33,2,2,1,3,Yes,Frequently,15,97.1,4.58,1.31,3,64.0,32.12,Needs Improvement
EMP0968,25,Female,Bachelor's,Engineering,Junior Dev,24,9,1,98851,5,3,45,1,3,3,3,Yes,Rarely,8,83.6,5.0,3.97,12,93.7,64.08,Meets Expectations
EMP0969,41,Female,Master's,Engineering,Junior Dev,9,5,4,72027,5,9,28,4,4,2,4,No,Frequently,18,89.5,3.2,1.31,17,85.3,40.52,Below Expectations
EMP0970,38,Female,Bachelor's,Support,Team Lead,11,8,5,108794,3,9,15,1,3,3,4,No,No Travel,0,66.6,3.48,2.54,3,67.4,56.05,Meets Expectations
EMP0971,28,Male,High School,Support,Support Agent,13,6,7,50099,2,2,4,1,3,2,2,No,No Travel,17,73.0,4.19,4.0,18,86.4,34.15,Needs Improvement
EMP0972,25,Male,Bachelor's,Support,Sr. Support,0,0,0,126427,1,0,4,2,3,1,4,Yes,Rarely,5,52.0,3.78,3.85,12,52.5,46.19,Below Expectations
EMP0973,50,Male,Bachelor's,Support,Support Agent,13,4,5,61992,4,8,29,4,3,1,3,No,No Travel,5,94.5,1.73,3.31,16,76.0,61.1,Meets Expectations
EMP0974,35,Male,Bachelor's,Finance,Analyst,13,1,4,144942,1,0,49,3,3,2,4,Yes,No Travel,11,92.7,2.65,3.29,10,72.0,48.65,Below Expectations
EMP0975,24,Male,Master's,Finance,CFO,7,3,3,142886,5,1,4,2,3,2,3,No,No Travel,2,89.2,3.14,1.36,19,74.4,59.5,Meets Expectations
EMP0976,45,Female,Master's,Operations,COO,15,1,1,167049,1,8,12,3,4,1,1,No,Rarely,10,52.9,2.44,1.7,9,83.3,35.69,Needs Improvement
EMP0977,58,Male,Bachelor's,Sales,SDR,13,2,1,190050,2,4,48,4,3,2,4,No,No Travel,5,58.7,1.7,3.14,14,97.0,66.56,Meets Expectations
EMP0978,37,Female,Bachelor's,Marketing,Brand Manager,0,0,0,34218,3,3,49,4,3,2,2,Yes,No Travel,13,66.7,3.94,2.39,14,55.8,30.81,Needs Improvement
EMP0979,25,Female,High School,Marketing,CMO,15,11,4,46788,4,8,13,3,3,4,1,No,Frequently,17,63.2,1.8,1.08,4,85.5,24.08,Needs Improvement
EMP0980,45,Female,Master's,Support,Support Agent,17,2,6,45501,3,8,45,4,2,3,1,No,No Travel,15,91.9,2.04,4.19,15,78.7,46.09,Below Expectations
EMP0981,55,Male,PhD,Operations,COO,6,3,0,128733,4,1,33,2,1,1,4,Yes,Rarely,12,59.7,2.15,3.62,2,81.7,29.61,Needs Improvement
EMP0982,51,Female,PhD,HR,HR Associate,14,5,0,40210,4,2,70,1,1,1,4,Yes,Rarely,0,76.6,1.65,2.3,18,65.7,53.42,Below Expectations
EMP0983,39,Female,Master's,Sales,VP Sales,23,11,4,153476,2,2,46,3,1,4,2,No,Frequently,5,78.6,4.4,1.39,2,96.7,53.9,Below Expectations
EMP0984,40,Male,Bachelor's,Operations,COO,16,2,1,99225,2,4,59,1,4,2,1,No,Frequently,13,71.3,3.44,3.36,18,68.8,42.75,Below Expectations
EMP0985,52,Male,High School,Sales,Account Executive,18,9,7,88721,5,2,73,3,4,2,3,No,Rarely,16,62.0,4.34,2.39,8,47.3,28.27,Needs Improvement
EMP0986,40,Female,Bachelor's,Sales,SDR,22,0,2,198725,5,9,78,1,4,2,4,Yes,Frequently,12,98.0,2.97,2.02,10,80.8,44.91,Below Expectations
EMP0987,40,Male,PhD,Sales,SDR,12,0,0,197022,4,5,10,1,3,1,1,No,Rarely,12,70.7,3.08,3.89,4,47.7,29.26,Needs Improvement
EMP0988,43,Male,Bachelor's,Operations,Ops Analyst,8,8,1,164988,5,1,49,2,1,4,1,No,Rarely,8,86.4,3.46,2.31,10,59.4,45.81,Below Expectations
EMP0989,45,Male,High School,Support,Support Agent,23,8,9,56449,2,5,3,1,3,3,3,No,No Travel,5,59.2,2.48,1.54,10,53.7,42.04,Below Expectations
EMP0990,33,Male,Master's,Marketing,CMO,23,4,9,114333,5,5,40,3,2,4,1,No,Rarely,5,91.1,2.99,2.93,3,72.3,44.86,Below Expectations
EMP0991,51,Female,High School,Marketing,Digital Marketer,14,8,6,45782,4,1,58,1,1,1,4,No,Rarely,4,60.8,3.19,4.31,4,60.9,43.04,Below Expectations
EMP0992,59,Male,Bachelor's,Support,Sr. Support,24,10,5,45243,3,5,59,4,2,3,3,No,Rarely,13,83.8,4.81,4.4,10,49.6,46.98,Below Expectations
EMP0993,52,Female,Master's,Sales,Sales Manager,2,2,2,54379,1,5,61,1,2,2,4,No,Rarely,13,75.3,4.53,4.4,7,87.4,47.4,Below Expectations
EMP0994,57,Female,Bachelor's,HR,HR Associate,23,8,6,62780,5,5,24,1,3,4,2,No,No Travel,3,57.3,1.52,2.68,12,68.1,35.99,Needs Improvement
EMP0995,40,Female,High School,Engineering,Tech Lead,0,0,0,186812,2,4,78,4,1,4,1,Yes,Rarely,1,51.2,1.17,4.16,7,67.3,49.07,Below Expectations
EMP0996,57,Female,Master's,Operations,COO,15,6,7,139944,3,6,32,4,2,1,4,No,Rarely,1,96.5,3.72,4.4,13,93.2,72.74,Exceeds Expectations
EMP0997,51,Female,Master's,Engineering,Tech Lead,7,7,2,44984,2,4,18,3,1,4,4,Yes,No Travel,16,56.3,1.2,2.84,8,72.3,35.65,Needs Improvement
EMP0998,54,Male,PhD,Support,Support Agent,22,1,5,25050,5,0,56,4,2,3,2,No,Rarely,9,85.2,1.24,2.27,13,82.6,54.47,Below Expectations
EMP0999,39,Female,Bachelor's,HR,HR Manager,12,10,6,162662,4,8,14,4,2,4,1,No,Rarely,13,82.6,1.64,3.81,1,59.7,37.41,Needs Improvement
EMP1000,49,Female,High School,Operations,Ops Manager,7,7,7,65205,1,2,40,3,3,1,4,No,Frequently,18,67.1,2.41,4.62,16,73.7,21.19,Needs Improvement
EMP1001,32,Female,Master's,Support,Support Agent,16,7,0,40162,1,1,68,3,1,4,3,Yes,No Travel,16,59.3,2.74,4.89,19,83.6,31.73,Needs Improvement
EMP1002,54,Female,Bachelor's,Sales,VP Sales,21,6,0,74746,3,9,79,1,3,3,4,Yes,Rarely,10,58.9,3.08,2.16,19,57.8,30.77,Needs Improvement
EMP1003,38,Male,Bachelor's,Marketing,Content Writer,22,5,6,169177,1,5,59,2,3,3,4,Yes,No Travel,6,79.3,4.97,4.82,13,81.3,63.24,Meets Expectations
EMP1004,27,Male,Master's,Engineering,Architect,13,4,2,193571,4,7,21,3,3,1,4,Yes,Rarely,8,77.3,2.54,3.0,7,74.1,45.78,Below Expectations
EMP1005,25,Female,Bachelor's,Finance,Senior Analyst,20,3,2,192713,2,1,42,4,3,2,4,No,No Travel,13,93.8,1.97,2.22,15,66.1,40.39,Below Expectations
EMP1006,41,Male,Bachelor's,Finance,CFO,20,6,4,36628,4,3,31,1,3,1,1,No,Rarely,3,82.0,3.3,4.95,6,82.8,60.92,Meets Expectations
EMP1007,48,Female,High School,HR,HR Associate,6,2,5,198104,3,1,12,4,2,2,4,Yes,Rarely,13,91.0,1.86,4.51,4,59.0,31.86,Needs Improvement
EMP1008,36,Male,Bachelor's,Sales,SDR,14,7,1,63516,3,8,37,3,1,3,2,Yes,No Travel,19,51.6,4.76,3.77,11,82.9,24.53,Needs Improvement
EMP1009,27,Male,Bachelor's,Engineering,Junior Dev,15,1,2,112157,1,9,25,2,1,4,4,No,Rarely,19,83.5,2.04,4.58,19,73.1,28.94,Needs Improvement
EMP1010,35,Male,Bachelor's,Sales,VP Sales,18,0,5,157548,4,1,4,1,3,4,3,No,Rarely,16,61.7,4.96,3.73,2,54.7,33.95,Needs Improvement
EMP1011,32,Male,Master's,Engineering,Architect,5,5,2,144558,2,9,48,3,1,3,3,No,No Travel,18,62.6,2.67,2.76,17,80.1,33.18,Needs Improvement
EMP1012,30,Female,PhD,HR,HR Director,22,1,4,65800,4,1,4,3,2,1,4,Yes,Rarely,16,86.0,4.25,4.79,15,93.1,46.79,Below Expectations
EMP1013,47,Male,Bachelor's,HR,HR Manager,0,0,0,60788,2,4,70,4,3,4,4,No,Rarely,13,89.7,3.59,4.85,18,58.6,49.46,Below Expectations
EMP1014,37,Non-binary,High School,Finance,Finance Manager,11,4,2,145754,2,4,47,2,4,1,2,No,No Travel,12,68.6,4.73,2.26,12,88.7,46.75,Below Expectations
EMP1015,26,Female,High School,Sales,Sales Manager,17,10,5,51240,4,6,17,3,4,4,2,Yes,Rarely,13,89.5,3.5,2.42,3,60.2,46.1,Below Expectations
EMP1016,31,Male,Bachelor's,Operations,Ops Analyst,15,7,4,166994,5,0,5,4,2,2,1,Yes,Rarely,15,72.2,3.32,2.53,17,89.3,47.24,Below Expectations
EMP1017,24,Female,Master's,Finance,Senior Analyst,11,2,4,89198,4,1,65,1,2,4,1,No,Frequently,14,92.9,3.61,4.29,14,43.1,35.7,Needs Improvement
EMP1018,34,Female,Master's,Sales,VP Sales,19,6,5,83739,2,5,76,4,4,2,3,No,Rarely,18,51.2,4.15,4.16,6,40.4,32.9,Needs Improvement
EMP1019,51,Female,Master's,Finance,Analyst,12,1,5,37089,3,1,41,1,3,4,4,Yes,No Travel,10,54.2,4.6,4.93,4,46.8,40.08,Below Expectations
EMP1020,27,Male,Bachelor's,Operations,Ops Manager,7,7,0,57600,3,3,51,4,2,4,4,No,Frequently,11,88.8,2.07,2.86,8,92.4,53.57,Below Expectations
EMP1021,38,Female,Bachelor's,Marketing,Content Writer,21,6,8,33167,1,9,10,2,4,4,2,Yes,Rarely,10,81.2,1.8,3.95,3,72.0,36.65,Needs Improvement
EMP1022,40,Female,Bachelor's,Marketing,Digital Marketer,0,0,0,103352,3,5,25,4,3,4,2,No,Rarely,4,78.0,1.14,4.43,8,75.6,52.55,Below Expectations
EMP1023,56,Male,High School,Marketing,Digital Marketer,20,4,0,177236,5,6,20,2,2,4,1,No,Frequently,7,80.7,2.48,1.88,13,90.5,50.78,Below Expectations
EMP1024,47,Male,Master's,Marketing,Brand Manager,6,6,6,110965,2,9,65,2,1,1,1,No,Rarely,5,96.5,4.38,3.48,19,43.0,48.49,Below Expectations
EMP1025,26,Female,PhD,Support,Support Agent,14,10,6,150540,4,4,39,1,1,2,3,No,Rarely,15,82.8,1.28,3.19,15,63.2,36.67,Needs Improvement
EMP1026,50,Male,Bachelor's,Engineering,Architect,21,3,6,56415,4,7,55,4,1,2,2,No,Frequently,11,82.4,3.15,3.97,7,78.6,47.08,Below Expectations
EMP1027,58,Female,Master's,Support,Team Lead,12,0,4,96895,5,5,50,4,3,4,4,Yes,Rarely,5,88.0,3.78,3.78,3,64.3,52.44,Below Expectations
EMP1028,41,Male,Bachelor's,Support,Team Lead,12,4,0,104900,3,4,19,4,2,1,2,No,Rarely,12,93.3,4.35,4.25,19,41.9,47.8,Below Expectations
EMP1029,42,Female,Bachelor's,Support,Support Manager,8,8,8,119330,2,3,79,2,4,1,2,No,Rarely,6,63.1,3.33,2.24,10,79.1,51.13,Below Expectations
EMP1030,31,Female,Bachelor's,Marketing,Digital Marketer,23,8,8,83650,3,5,56,3,2,3,2,No,No Travel,7,80.8,1.75,1.87,16,63.5,43.74,Below Expectations
EMP1031,26,Male,Bachelor's,Operations,COO,14,9,7,25615,1,5,4,4,1,3,1,No,Rarely,11,79.2,4.86,4.22,14,41.2,41.47,Below Expectations
EMP1032,57,Male,High School,HR,HR Associate,3,3,3,102937,3,5,13,4,1,1,4,No,Frequently,1,56.7,1.38,2.44,8,50.2,35.32,Needs Improvement
EMP1033,27,Female,Master's,HR,HR Director,12,8,2,66936,1,0,23,3,3,3,4,No,No Travel,8,76.0,4.08,2.15,11,53.1,42.51,Below Expectations
EMP1034,47,Female,Master's,Engineering,Senior Dev,11,11,7,185444,4,5,67,1,4,2,1,Yes,Rarely,12,53.5,1.35,2.35,19,70.6,28.29,Needs Improvement
EMP1035,25,Female,Bachelor's,Marketing,CMO,4,1,0,132812,2,0,51,4,3,1,1,No,Rarely,16,59.2,1.57,1.27,2,51.2,24.17,Needs Improvement
EMP1036,56,Male,Bachelor's,Marketing,Digital Marketer,6,3,2,92875,1,4,47,3,4,3,4,No,Rarely,12,95.6,4.59,4.09,5,61.7,43.4,Below Expectations
EMP1037,22,Male,Master's,Marketing,Digital Marketer,7,7,6,106782,3,6,46,4,2,1,3,No,Rarely,15,56.0,4.01,3.86,11,85.0,35.98,Needs Improvement
EMP1038,45,Male,Master's,Finance,Analyst,4,3,3,86700,3,0,59,2,3,3,2,No,Frequently,0,78.9,2.46,3.21,7,88.5,69.05,Meets Expectations
EMP1039,57,Female,Master's,Sales,VP Sales,8,4,6,33109,4,0,72,3,3,1,4,No,No Travel,6,66.2,3.55,3.86,8,87.7,65.01,Meets Expectations
EMP1040,27,Male,Bachelor's,Finance,CFO,13,10,4,48758,5,5,2,2,3,4,1,No,Rarely,12,77.8,2.83,2.49,17,81.7,34.58,Needs Improvement
EMP1041,52,Male,PhD,Sales,SDR,11,7,5,133592,5,6,8,3,1,2,4,No,Rarely,13,61.7,1.27,2.18,12,72.5,21.84,Needs Improvement
EMP1042,41,Female,Bachelor's,Marketing,Digital Marketer,3,0,3,38317,3,5,23,1,1,3,2,No,Rarely,16,72.2,3.88,4.45,18,73.0,31.63,Needs Improvement
EMP1043,45,Female,Master's,Marketing,CMO,19,0,9,50622,5,4,3,2,4,4,4,No,No Travel,15,93.4,4.05,2.69,7,97.2,41.56,Below Expectations
EMP1044,46,Male,High School,Finance,Analyst,7,7,6,31800,2,5,8,4,2,1,1,No,Rarely,14,68.8,4.53,1.78,9,92.7,44.12,Below Expectations
EMP1045,57,Male,Master's,Finance,Senior Analyst,16,8,6,60539,5,2,0,3,3,4,3,Yes,Frequently,16,67.7,3.16,4.0,19,79.0,28.36,Needs Improvement
EMP1046,42,Female,Bachelor's,Sales,SDR,7,3,6,158672,2,8,34,4,1,2,1,No,Rarely,1,72.3,3.69,2.34,14,68.1,51.48,Below Expectations
EMP1047,51,Female,Bachelor's,HR,HR Director,20,1,6,110163,3,4,73,1,3,3,3,No,Rarely,11,55.0,2.75,1.85,19,83.7,48.26,Below Expectations
EMP1048,45,Male,Bachelor's,Sales,SDR,0,0,0,185441,3,1,11,3,4,3,2,No,Frequently,2,69.4,2.28,1.11,18,43.8,45.73,Below Expectations
EMP1049,51,Female,Bachelor's,Finance,Finance Manager,19,3,2,41689,3,9,17,1,4,1,1,No,Rarely,8,50.3,2.65,4.88,15,96.7,50.61,Below Expectations
EMP1050,43,Female,Master's,Operations,Ops Manager,1,1,1,106459,4,9,77,3,2,2,4,Yes,Rarely,5,75.2,4.65,2.87,4,72.9,55.39,Meets Expectations
EMP1051,49,Male,Master's,Finance,Finance Manager,3,3,1,63469,5,6,9,2,4,4,1,No,Frequently,5,92.4,1.66,1.65,13,70.2,41.83,Below Expectations
EMP1052,28,Male,PhD,Operations,Sr. Ops Manager,23,0,1,157030,1,2,73,4,3,1,1,No,No Travel,6,77.6,1.99,4.03,5,57.5,61.36,Meets Expectations
EMP1053,56,Female,Bachelor's,Engineering,Senior Dev,20,11,2,85012,1,0,17,2,2,3,2,No,Rarely,7,80.4,3.42,4.55,12,40.2,41.76,Below Expectations
EMP1054,49,Female,Master's,Finance,Senior Analyst,0,0,0,85021,3,2,23,2,2,4,3,Yes,Rarely,2,51.5,1.47,3.11,17,43.7,41.97,Below Expectations
EMP1055,35,Male,Master's,Engineering,Junior Dev,6,4,5,49642,5,8,0,2,1,1,3,No,Rarely,14,93.0,4.57,1.11,10,55.8,26.91,Needs Improvement
EMP1056,31,Female,Bachelor's,HR,HR Manager,0,0,0,104003,2,4,78,2,3,4,4,No,Rarely,5,69.3,1.19,2.46,12,72.5,49.53,Below Expectations
EMP1057,37,Female,High School,Sales,Sales Manager,8,3,8,148714,1,6,71,3,4,4,1,No,No Travel,10,98.7,4.02,1.97,6,45.0,46.6,Below Expectations
EMP1058,37,Male,Master's,Operations,Sr. Ops Manager,2,0,2,25205,3,2,15,4,1,1,2,No,Rarely,2,56.0,2.49,3.55,12,98.3,56.14,Meets Expectations
